# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Mass (g),Longitudinal moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Drag force (N),Drag coefficient (​),Normal force coefficient (​),Damping moment coefficient (​),Corrective moment Coefficient ()
0,0,0,0,0,90,0,2943.645,0.327,NaN,67.547,NaN,0,0,0.664,NaN,NaN,NaN
0.01,8.852e-4,0.282,0.282,62.925,86.747,0,2942.555,0.327,NaN,67.536,NaN,213.993,2.097e-5,0.664,NaN,NaN,NaN
0.016,0.004,0.79,0.79,106.585,80.902,0,2941.901,0.327,NaN,67.529,NaN,342.389,4.353e-4,0.664,NaN,0.136,NaN
0.025,0.015,1.731,1.731,102.317,70.544,0,2940.068,0.326,NaN,67.511,NaN,329.629,0.004,0.661,NaN,0.12,NaN
0.035,0.038,2.73,2.73,97.566,60.665,0,2938.032,0.326,NaN,67.49,NaN,315.452,0.014,0.654,NaN,0.137,NaN
0.045,0.07,3.682,3.682,92.806,52.615,0,2935.996,0.326,NaN,67.469,NaN,301.274,0.029,0.647,NaN,0.142,NaN
0.048,0.081,3.958,3.958,91.376,50.528,0,2935.385,0.326,NaN,67.463,NaN,297.021,0.035,0.645,NaN,0.152,NaN
0.052,0.1,4.37,4.37,91.869,47.759,0,2934.507,0.326,NaN,67.454,NaN,298.388,0.044,0.642,NaN,0.261,NaN
0.059,0.132,4.993,4.993,92.609,44.18,0,2933.189,0.326,NaN,67.441,NaN,300.439,0.06,0.636,NaN,0.287,NaN
0.069,0.186,5.925,5.925,93.704,39.651,0,2931.236,0.326,NaN,67.421,NaN,303.477,0.088,0.628,NaN,0.313,NaN
0.079,0.25,6.867,6.867,94.799,35.885,0,2929.283,0.325,NaN,67.401,NaN,306.515,0.121,0.621,NaN,0.34,NaN
0.089,0.324,7.821,7.821,95.894,32.728,0,2927.331,0.325,NaN,67.381,NaN,309.552,0.158,0.614,NaN,0.368,NaN
0.099,0.407,8.785,8.785,96.989,30.06,0,2925.378,0.325,NaN,67.362,NaN,312.59,0.199,0.608,NaN,0.397,NaN
0.111,0.517,9.932,9.932,98.275,26.813,0,2923.084,0.325,NaN,67.338,NaN,316.16,0.253,0.601,NaN,0.422,NaN
0.121,0.621,10.918,10.918,98.999,24.42,0,2921.032,0.325,NaN,67.317,NaN,318.104,0.303,0.596,NaN,0.442,NaN
0.13,0.725,11.828,11.828,99.662,22.503,0,2919.152,0.324,NaN,67.298,NaN,319.884,0.354,0.596,NaN,0.464,NaN
0.139,0.828,12.673,12.673,100.273,20.931,0,2917.418,0.324,NaN,67.28,NaN,321.527,0.403,0.596,NaN,0.485,NaN
0.147,0.932,13.467,13.467,100.844,19.61,0,2915.799,0.324,NaN,67.263,NaN,323.061,0.452,0.596,NaN,0.505,NaN
0.154,1.034,14.218,14.218,101.38,18.544,0,2914.275,0.324,76.999,67.248,1.238,324.504,0.499,0.596,5.786,0.525,1.013
0.161,1.134,14.912,14.912,101.875,17.66,2.088,2912.872,0.324,77.225,67.233,1.269,325.833,0.545,0.596,5.427,0.542,1.125
0.167,1.23,15.553,15.553,102.328,16.906,4.167,2911.584,0.324,77.425,67.22,1.296,327.053,0.589,0.596,5.126,0.559,1.233
0.173,1.324,16.164,16.164,102.759,16.234,6.259,2910.362,0.323,77.61,67.208,1.321,328.211,0.63,0.596,4.864,0.576,1.341
0.179,1.421,16.77,16.77,102.743,15.609,8.303,2909.131,0.323,77.788,67.195,1.345,328.067,0.672,0.596,4.623,0.591,1.453
0.185,1.518,17.351,17.351,102.727,15.045,10.343,2907.951,0.323,77.954,67.183,1.368,327.929,0.713,0.596,4.409,0.607,1.565
0.19,1.613,17.909,17.909,102.712,14.532,12.379,2906.816,0.323,78.109,67.171,1.389,327.796,0.753,0.596,4.218,0.622,1.677
0.195,1.709,18.448,18.448,102.697,14.061,14.412,2905.72,0.323,78.255,67.16,1.409,327.668,0.791,0.596,4.044,0.642,1.789
0.202,1.836,19.143,19.143,102.678,13.525,17.134,2904.306,0.323,78.425,67.145,1.433,327.502,0.843,0.596,3.85,0.657,1.938
0.207,1.931,19.644,19.644,102.563,13.224,19.162,2903.297,0.323,78.523,67.135,1.446,327.092,0.881,0.596,3.742,0.672,2.048
0.212,2.025,20.13,20.13,102.451,12.943,21.189,2902.315,0.323,78.615,67.124,1.459,326.693,0.92,0.596,3.642,0.686,2.158
0.216,2.119,20.603,20.603,102.341,12.679,23.213,2901.358,0.323,78.704,67.114,1.472,326.304,0.958,0.596,3.549,0.7,2.268
0.221,2.213,21.065,21.065,102.234,12.43,25.236,2900.424,0.322,78.788,67.105,1.484,325.925,0.995,0.596,3.462,0.714,2.378
0.225,2.307,21.515,21.516,102.129,12.194,27.257,2899.511,0.322,78.869,67.095,1.495,325.554,1.033,0.596,3.38,0.727,2.488
0.229,2.401,21.956,21.957,102.026,11.97,29.277,2898.616,0.322,78.948,67.086,1.506,325.19,1.069,0.596,3.303,0.74,2.599
0.234,2.495,22.389,22.389,101.925,11.756,31.295,2897.739,0.322,79.023,67.077,1.517,324.834,1.106,0.596,3.229,0.753,2.709
0.238,2.589,22.813,22.813,101.826,11.551,33.313,2896.878,0.322,79.096,67.068,1.528,324.484,1.143,0.596,3.16,0.765,2.82
0.242,2.683,23.229,23.229,101.728,11.354,35.329,2896.031,0.322,79.167,67.059,1.538,324.14,1.179,0.596,3.093,0.777,2.931
0.246,2.777,23.638,23.639,101.631,11.165,37.344,2895.198,0.322,79.235,67.05,1.547,323.801,1.215,0.596,3.03,0.789,3.043
0.25,2.872,24.041,24.042,101.536,10.982,39.358,2894.377,0.322,79.302,67.042,1.557,323.468,1.251,0.596,2.969,0.801,3.155
0.254,2.967,24.438,24.438,101.442,10.801,41.371,2893.567,0.322,79.369,67.033,1.567,323.139,1.287,0.596,2.909,0.813,3.267
0.258,3.062,24.829,24.83,101.349,10.626,43.384,2892.768,0.322,79.435,67.025,1.576,322.814,1.322,0.596,2.851,0.822,3.38
0.261,3.143,25.16,25.16,101.27,10.481,45.103,2892.093,0.322,79.49,67.018,1.584,322.54,1.353,0.596,2.803,0.834,3.477
0.265,3.239,25.542,25.542,101.098,10.315,47.114,2891.331,0.322,79.553,67.01,1.593,321.99,1.388,0.596,2.749,0.846,3.591
0.269,3.335,25.919,25.919,100.927,10.153,49.125,2890.577,0.321,79.615,67.002,1.602,321.447,1.423,0.597,2.697,0.857,3.706
0.272,3.432,26.291,26.292,100.758,9.996,51.134,2889.83,0.321,79.676,66.994,1.611,320.908,1.458,0.597,2.646,0.868,3.821
0.276,3.528,26.659,26.66,100.59,9.842,53.144,2889.091,0.321,79.736,66.987,1.619,320.376,1.494,0.597,2.597,0.878,3.937
0.279,3.626,27.024,27.024,100.424,9.692,55.152,2888.359,0.321,79.795,66.979,1.628,319.847,1.529,0.597,2.549,0.889,4.053
0.283,3.723,27.385,27.385,100.259,9.545,57.16,2887.632,0.321,79.853,66.971,1.636,319.324,1.564,0.597,2.502,0.899,4.17
0.287,3.822,27.742,27.742,100.095,9.401,59.168,2886.912,0.321,79.911,66.964,1.644,318.804,1.599,0.597,2.456,0.909,4.287
0.29,3.921,28.096,28.096,99.932,9.259,61.175,2886.197,0.321,79.968,66.956,1.652,318.289,1.634,0.597,2.412,0.92,4.406
0.294,4.02,28.447,28.447,99.77,9.12,63.182,2885.487,0.321,80.025,66.949,1.661,317.777,1.669,0.597,2.368,0.93,4.525
0.297,4.12,28.795,28.795,99.609,8.983,65.188,2884.781,0.321,80.081,66.941,1.669,317.268,1.704,0.597,2.325,0.94,4.644
0.301,4.22,29.14,29.141,99.449,8.842,67.193,2884.08,0.321,80.139,66.934,1.677,316.763,1.738,0.597,2.282,0.949,4.765
0.304,4.322,29.483,29.484,99.289,8.682,69.198,2883.382,0.321,80.205,66.927,1.686,316.26,1.772,0.597,2.233,0.958,4.888
0.308,4.423,29.824,29.825,99.13,8.524,71.203,2882.688,0.321,80.271,66.92,1.696,315.76,1.805,0.597,2.184,0.967,5.011
0.311,4.526,30.163,30.163,98.972,8.368,73.207,2881.998,0.321,80.337,66.912,1.705,315.262,1.839,0.597,2.137,0.977,5.135
0.314,4.629,30.499,30.5,98.814,8.214,75.211,2881.31,0.321,80.402,66.905,1.714,314.766,1.872,0.597,2.09,0.986,5.261
0.318,4.733,30.834,30.835,98.657,8.062,77.215,2880.625,0.32,80.468,66.898,1.723,314.272,1.906,0.597,2.044,0.995,5.387
0.321,4.838,31.167,31.168,98.499,7.912,79.218,2879.942,0.32,80.533,66.891,1.733,313.78,1.94,0.597,2,1.004,5.514
0.325,4.944,31.499,31.499,98.342,7.764,81.221,2879.262,0.32,80.597,66.883,1.742,313.289,1.974,0.597,1.955,1.013,5.642
0.328,5.05,31.829,31.829,98.185,7.617,83.224,2878.583,0.32,80.662,66.876,1.751,312.8,2.007,0.597,1.912,1.021,5.772
0.331,5.157,32.157,32.158,98.029,7.472,85.226,2877.907,0.32,80.726,66.869,1.76,312.312,2.041,0.597,1.869,1.029,5.902
0.334,5.247,32.43,32.43,97.898,7.352,86.893,2877.345,0.32,80.78,66.863,1.767,311.907,2.07,0.597,1.834,1.037,6.012
0.337,5.356,32.756,32.757,97.9,7.208,88.895,2876.684,0.32,80.844,66.856,1.776,311.878,2.104,0.597,1.792,1.047,6.144
0.341,5.465,33.082,33.083,97.901,7.066,90.896,2876.024,0.32,80.909,66.849,1.786,311.849,2.138,0.597,1.751,1.056,6.278
0.344,5.576,33.408,33.408,97.902,6.925,92.898,2875.365,0.32,80.973,66.842,1.795,311.821,2.172,0.597,1.71,1.064,6.413
0.347,5.687,33.733,33.733,97.903,6.784,94.899,2874.707,0.32,81.038,66.835,1.804,311.792,2.207,0.597,1.67,1.073,6.55
0.351,5.799,34.057,34.057,97.904,6.643,96.9,2874.05,0.32,81.104,66.828,1.813,311.763,2.241,0.597,1.63,1.081,6.688
0.354,5.913,34.381,34.382,97.904,6.493,98.901,2873.394,0.32,81.173,66.822,1.823,311.735,2.276,0.597,1.587,1.09,6.828
0.357,6.027,34.705,34.705,97.904,6.345,100.902,2872.738,0.32,81.243,66.815,1.832,311.706,2.31,0.597,1.546,1.098,6.97
0.361,6.142,35.029,35.029,97.903,6.198,102.902,2872.083,0.32,81.313,66.808,1.842,311.677,2.345,0.597,1.504,1.106,7.113
0.364,6.259,35.352,35.353,97.902,6.051,104.902,2871.428,0.319,81.384,66.801,1.852,311.649,2.38,0.597,1.464,1.114,7.258
0.367,6.376,35.676,35.676,97.901,5.905,106.903,2870.773,0.319,81.454,66.794,1.862,311.62,2.415,0.597,1.423,1.123,7.404
0.37,6.494,35.999,35.999,97.899,5.759,108.903,2870.119,0.319,81.525,66.787,1.872,311.592,2.45,0.597,1.383,1.131,7.552
0.374,6.614,36.323,36.323,97.897,5.615,110.903,2869.464,0.319,81.596,66.78,1.882,311.563,2.486,0.597,1.344,1.139,7.702
0.377,6.734,36.646,36.646,97.894,5.471,112.902,2868.809,0.319,81.667,66.773,1.892,311.535,2.522,0.597,1.305,1.147,7.853
0.38,6.856,36.97,36.97,97.891,5.327,114.902,2868.154,0.319,81.739,66.766,1.902,311.506,2.558,0.597,1.266,1.155,8.006
0.384,6.979,37.293,37.293,97.887,5.184,116.901,2867.499,0.319,81.81,66.759,1.912,311.477,2.595,0.597,1.228,1.163,8.161
0.387,7.103,37.617,37.617,97.883,5.042,118.901,2866.843,0.319,81.883,66.752,1.922,311.449,2.631,0.598,1.19,1.171,8.318
0.39,7.228,37.941,37.941,97.878,4.9,120.9,2866.187,0.319,81.955,66.745,1.932,311.42,2.669,0.598,1.152,1.179,8.476
0.394,7.354,38.266,38.266,97.872,4.758,122.899,2865.53,0.319,82.028,66.738,1.942,311.392,2.706,0.598,1.115,1.187,8.636
0.397,7.481,38.59,38.59,97.866,4.617,124.898,2864.873,0.319,82.101,66.731,1.952,311.363,2.744,0.598,1.078,1.195,8.798
0.4,7.61,38.915,38.915,97.86,4.476,126.897,2864.215,0.319,82.175,66.724,1.962,311.334,2.782,0.598,1.042,1.203,8.962
0.404,7.74,39.24,39.24,97.852,4.332,128.895,2863.556,0.319,82.251,66.717,1.973,311.305,2.82,0.598,1.004,1.211,9.128
0.407,7.871,39.566,39.566,97.844,4.187,130.894,2862.896,0.319,82.328,66.71,1.983,311.277,2.859,0.598,0.967,1.219,9.296
0.41,8.004,39.892,39.892,97.835,4.044,132.892,2862.236,0.319,82.405,66.703,1.994,311.248,2.898,0.598,0.931,1.227,9.466
0.414,8.137,40.219,40.219,97.826,3.9,134.891,2861.574,0.318,82.482,66.696,2.005,311.219,2.937,0.598,0.894,1.234,9.638
0.417,8.272,40.546,40.546,97.816,3.758,136.889,2860.911,0.318,82.56,66.689,2.016,311.19,2.977,0.598,0.859,1.242,9.812
0.42,8.409,40.874,40.874,97.804,3.616,138.887,2860.247,0.318,82.638,66.682,2.026,311.161,3.018,0.598,0.823,1.25,9.988
0.424,8.546,41.202,41.202,97.793,3.474,140.885,2859.582,0.318,82.716,66.675,2.037,311.132,3.059,0.598,0.788,1.258,10.166
0.427,8.686,41.531,41.531,97.78,3.333,142.883,2858.915,0.318,82.794,66.668,2.048,311.103,3.1,0.598,0.753,1.266,10.346
0.43,8.826,41.86,41.86,97.766,3.193,144.881,2858.248,0.318,82.873,66.66,2.059,311.074,3.142,0.598,0.719,1.274,10.528
0.434,8.968,42.19,42.191,97.752,3.054,146.879,2857.578,0.318,82.952,66.653,2.07,311.045,3.185,0.598,0.685,1.281,10.712
0.437,9.111,42.521,42.521,97.736,2.916,148.877,2856.908,0.318,83.031,66.646,2.081,311.015,3.228,0.598,0.652,1.289,10.899
0.441,9.256,42.852,42.853,97.72,2.778,150.874,2856.235,0.318,83.11,66.639,2.092,310.986,3.271,0.598,0.619,1.297,11.087
0.444,9.402,43.185,43.185,97.702,2.642,152.872,2855.562,0.318,83.189,66.632,2.103,310.957,3.316,0.598,0.586,1.305,11.278
0.447,9.55,43.518,43.518,97.684,2.507,154.869,2854.886,0.318,83.269,66.625,2.114,310.927,3.361,0.598,0.554,1.313,11.471
0.451,9.699,43.851,43.852,97.664,2.369,156.867,2854.209,0.318,83.35,66.617,2.125,310.898,3.406,0.598,0.522,1.32,11.667
0.454,9.85,44.186,44.187,97.643,2.217,158.864,2853.53,0.318,83.44,66.61,2.137,310.868,3.451,0.598,0.486,1.327,11.866
0.458,10.002,44.521,44.522,97.621,2.067,160.861,2852.849,0.318,83.53,66.603,2.15,310.838,3.497,0.598,0.452,1.335,12.067
0.461,10.156,44.857,44.859,97.598,1.92,162.858,2852.167,0.317,83.619,66.595,2.162,310.809,3.544,0.598,0.418,1.343,12.271
0.464,10.312,45.194,45.196,97.574,1.776,164.855,2851.482,0.317,83.707,66.588,2.174,310.779,3.592,0.598,0.385,1.35,12.477
0.468,10.469,45.532,45.535,97.548,1.636,166.852,2850.795,0.317,83.793,66.581,2.186,310.749,3.641,0.598,0.353,1.358,12.685
0.471,10.628,45.871,45.874,97.521,1.501,168.849,2850.106,0.317,83.877,66.573,2.198,310.719,3.69,0.598,0.323,1.366,12.895
0.475,10.788,46.211,46.214,97.493,1.371,170.846,2849.416,0.317,83.958,66.566,2.209,310.689,3.741,0.599,0.294,1.374,13.107
0.478,10.951,46.552,46.555,97.463,1.249,172.843,2848.722,0.317,84.035,66.558,2.22,310.658,3.792,0.599,0.267,1.382,13.321
0.482,11.115,46.894,46.898,97.432,1.137,174.84,2848.027,0.317,84.106,66.551,2.23,310.628,3.845,0.599,0.242,1.39,13.537
0.485,11.28,47.237,47.241,97.4,1.036,176.837,2847.33,0.317,84.17,66.543,2.239,310.598,3.899,0.599,0.22,1.399,13.753
0.489,11.447,47.581,47.585,97.367,0.951,178.834,2846.63,0.317,84.225,66.536,2.247,310.567,3.953,0.599,0.202,1.408,13.971
0.493,11.617,47.925,47.93,97.332,0.886,180.83,2845.928,0.317,84.267,66.528,2.253,310.536,4.009,0.599,0.188,1.423,14.188
0.498,11.881,48.459,48.465,97.276,0.833,183.912,2844.84,0.317,84.303,66.517,2.259,310.489,4.098,0.599,0.176,1.434,14.524
0.502,12.055,48.807,48.813,97.223,0.834,185.909,2844.137,0.317,84.302,66.509,2.26,310.416,4.157,0.599,0.176,1.446,14.74
0.505,12.23,49.155,49.162,97.17,0.858,187.906,2843.431,0.317,84.288,66.501,2.259,310.343,4.217,0.599,0.181,1.457,14.956
0.509,12.407,49.504,49.512,97.116,0.898,189.903,2842.723,0.317,84.263,66.494,2.257,310.269,4.278,0.599,0.19,1.469,15.173
0.512,12.587,49.854,49.863,97.06,0.951,191.9,2842.013,0.316,84.23,66.486,2.253,310.196,4.341,0.599,0.202,1.481,15.389
0.516,12.767,50.205,50.214,97.003,1.015,193.897,2841.3,0.316,84.19,66.478,2.249,310.122,4.404,0.599,0.216,1.494,15.607
0.52,12.95,50.556,50.567,96.945,1.087,195.894,2840.586,0.316,84.144,66.471,2.245,310.048,4.468,0.599,0.231,1.506,15.826
0.523,13.135,50.909,50.92,96.885,1.167,197.89,2839.869,0.316,84.095,66.463,2.239,309.973,4.534,0.599,0.249,1.519,16.046
0.527,13.321,51.262,51.275,96.824,1.251,199.887,2839.15,0.316,84.043,66.455,2.234,309.899,4.6,0.599,0.267,1.532,16.267
0.531,13.509,51.616,51.63,96.763,1.338,201.884,2838.428,0.316,83.989,66.447,2.228,309.824,4.667,0.599,0.287,1.545,16.491
0.534,13.699,51.972,51.986,96.699,1.428,203.881,2837.705,0.316,83.934,66.439,2.222,309.749,4.736,0.599,0.307,1.559,16.716
0.538,13.892,52.328,52.344,96.635,1.52,205.878,2836.979,0.316,83.878,66.431,2.216,309.673,4.805,0.599,0.327,1.572,16.943
0.542,14.086,52.685,52.702,96.57,1.612,207.874,2836.25,0.316,83.822,66.424,2.21,309.598,4.875,0.599,0.348,1.585,17.173
0.545,14.282,53.043,53.061,96.503,1.705,209.871,2835.519,0.316,83.766,66.416,2.203,309.522,4.947,0.599,0.369,1.599,17.404
0.549,14.48,53.402,53.422,96.436,1.797,211.868,2834.786,0.316,83.71,66.408,2.197,309.446,5.019,0.6,0.39,1.612,17.638
0.553,14.68,53.761,53.783,96.367,1.891,213.865,2834.051,0.316,83.654,66.4,2.191,309.37,5.093,0.6,0.412,1.626,17.874
0.556,14.882,54.122,54.145,96.298,1.985,215.861,2833.313,0.316,83.598,66.392,2.185,309.293,5.167,0.6,0.433,1.639,18.112
0.56,15.086,54.484,54.509,96.227,2.078,217.858,2832.572,0.315,83.544,66.384,2.179,309.216,5.242,0.6,0.455,1.653,18.353
0.564,15.292,54.847,54.873,96.156,2.169,219.854,2831.829,0.315,83.49,66.375,2.174,309.139,5.319,0.6,0.476,1.666,18.596
0.568,15.5,55.21,55.238,96.084,2.259,221.851,2831.084,0.315,83.438,66.367,2.168,309.062,5.396,0.6,0.497,1.68,18.842
0.572,15.71,55.575,55.605,96.012,2.347,223.848,2830.336,0.315,83.387,66.359,2.162,308.984,5.474,0.6,0.517,1.694,19.09
0.575,15.922,55.94,55.972,95.939,2.432,225.844,2829.586,0.315,83.337,66.351,2.157,308.907,5.553,0.6,0.537,1.707,19.342
0.579,16.137,56.307,56.341,95.866,2.515,227.841,2828.833,0.315,83.289,66.343,2.152,308.828,5.633,0.6,0.557,1.721,19.596
0.583,16.354,56.674,56.711,95.792,2.596,229.838,2828.077,0.315,83.243,66.335,2.147,308.75,5.714,0.6,0.576,1.735,19.853
0.587,16.572,57.042,57.081,95.719,2.674,231.834,2827.319,0.315,83.199,66.326,2.143,308.671,5.795,0.6,0.595,1.748,20.113
0.591,16.793,57.412,57.453,95.645,2.75,233.831,2826.558,0.315,83.157,66.318,2.138,308.593,5.878,0.6,0.613,1.762,20.376
0.595,17.016,57.782,57.826,95.571,2.822,235.828,2825.795,0.315,83.116,66.31,2.134,308.513,5.961,0.6,0.63,1.776,20.641
0.599,17.241,58.153,58.2,95.498,2.891,237.824,2825.03,0.315,83.077,66.301,2.131,308.434,6.045,0.6,0.647,1.788,20.91
0.602,17.444,58.485,58.534,95.433,2.951,239.604,2824.345,0.315,83.044,66.294,2.127,308.363,6.12,0.6,0.662,1.801,21.152
0.606,17.673,58.858,58.909,95.378,3.017,241.6,2823.578,0.314,83.007,66.285,2.124,308.336,6.206,0.6,0.677,1.815,21.427
0.61,17.905,59.232,59.286,95.324,3.079,243.597,2822.809,0.314,82.973,66.277,2.12,308.309,6.292,0.6,0.692,1.829,21.705
0.614,18.139,59.607,59.665,95.27,3.137,245.594,2822.037,0.314,82.941,66.268,2.117,308.282,6.379,0.601,0.707,1.842,21.986
0.618,18.375,59.983,60.044,95.218,3.192,247.59,2821.262,0.314,82.912,66.26,2.115,308.255,6.466,0.601,0.72,1.856,22.271
0.622,18.613,60.36,60.424,95.167,3.242,249.587,2820.485,0.314,82.885,66.251,2.112,308.228,6.554,0.601,0.732,1.869,22.559
0.626,18.854,60.738,60.806,95.117,3.288,251.584,2819.706,0.314,82.86,66.243,2.11,308.2,6.643,0.601,0.744,1.882,22.85
0.63,19.097,61.117,61.189,95.068,3.331,253.581,2818.923,0.314,82.837,66.234,2.109,308.173,6.732,0.601,0.754,1.896,23.146
0.634,19.342,61.497,61.572,95.021,3.368,255.578,2818.139,0.314,82.817,66.226,2.107,308.145,6.821,0.601,0.764,1.909,23.445
0.638,19.589,61.878,61.957,94.975,3.402,257.575,2817.352,0.314,82.8,66.217,2.106,308.118,6.911,0.601,0.772,1.922,23.747
0.642,19.839,62.26,62.343,94.932,3.431,259.572,2816.562,0.314,82.785,66.208,2.105,308.09,7.002,0.601,0.779,1.935,24.054
0.646,20.091,62.644,62.73,94.89,3.455,261.568,2815.771,0.314,82.772,66.2,2.105,308.062,7.092,0.601,0.785,1.948,24.364
0.65,20.346,63.028,63.119,94.851,3.474,263.566,2814.976,0.314,82.762,66.191,2.105,308.034,7.183,0.601,0.79,1.961,24.678
0.654,20.602,63.413,63.508,94.819,3.469,265.563,2814.18,0.313,82.766,66.182,2.106,308.006,7.273,0.601,0.789,1.973,25
0.658,20.861,63.799,63.898,94.789,3.459,267.561,2813.381,0.313,82.773,66.173,2.108,307.978,7.363,0.601,0.786,1.985,25.326
0.662,21.122,64.185,64.289,94.762,3.443,269.559,2812.581,0.313,82.783,66.164,2.111,307.95,7.453,0.601,0.782,1.997,25.656
0.666,21.386,64.573,64.681,94.738,3.424,271.556,2811.779,0.313,82.795,66.156,2.113,307.922,7.543,0.601,0.778,2.009,25.99
0.67,21.651,64.961,65.074,94.716,3.399,273.554,2810.975,0.313,82.809,66.147,2.116,307.894,7.634,0.601,0.772,2.021,26.327
0.674,21.919,65.35,65.468,94.698,3.37,275.552,2810.17,0.313,82.826,66.138,2.119,307.866,7.724,0.602,0.765,2.033,26.669
0.678,22.188,65.739,65.862,94.682,3.337,277.55,2809.362,0.313,82.846,66.129,2.123,307.837,7.815,0.602,0.756,2.045,27.015
0.683,22.46,66.13,66.258,94.669,3.299,279.548,2808.553,0.313,82.868,66.12,2.127,307.809,7.906,0.602,0.747,2.056,27.365
0.687,22.734,66.521,66.654,94.659,3.257,281.546,2807.742,0.313,82.893,66.111,2.131,307.78,7.997,0.602,0.737,2.068,27.719
0.691,23.011,66.913,67.051,94.652,3.21,283.543,2806.93,0.313,82.92,66.102,2.136,307.752,8.088,0.602,0.725,2.079,28.078
0.695,23.289,67.306,67.449,94.648,3.158,285.541,2806.115,0.313,82.95,66.093,2.141,307.723,8.18,0.602,0.713,2.09,28.44
0.699,23.57,67.7,67.848,94.647,3.102,287.539,2805.299,0.313,82.983,66.084,2.146,307.695,8.271,0.602,0.699,2.106,28.807
0.705,23.972,68.259,68.415,94.651,3.015,290.369,2804.14,0.312,83.033,66.071,2.154,307.654,8.401,0.602,0.678,2.117,29.335
0.709,24.258,68.655,68.816,94.709,2.949,292.367,2803.317,0.312,83.072,66.062,2.16,307.776,8.493,0.602,0.662,2.127,29.713
0.713,24.547,69.052,69.218,94.771,2.878,294.366,2802.493,0.312,83.114,66.053,2.167,307.899,8.585,0.602,0.645,2.138,30.095
0.718,24.837,69.45,69.622,94.836,2.803,296.364,2801.667,0.312,83.158,66.044,2.174,308.021,8.678,0.602,0.627,2.149,30.482
0.722,25.13,69.849,70.026,94.903,2.724,298.362,2800.839,0.312,83.204,66.034,2.181,308.144,8.771,0.602,0.608,2.159,30.874
0.726,25.425,70.249,70.431,94.973,2.64,300.36,2800.01,0.312,83.254,66.025,2.188,308.267,8.865,0.603,0.588,2.169,31.271
0.73,25.722,70.65,70.838,95.045,2.553,302.358,2799.179,0.312,83.305,66.016,2.196,308.391,8.958,0.603,0.567,2.18,31.672
0.734,26.022,71.052,71.245,95.12,2.462,304.357,2798.347,0.312,83.359,66.007,2.204,308.514,9.053,0.603,0.546,2.19,32.078
0.739,26.324,71.454,71.654,95.196,2.368,306.355,2797.514,0.312,83.416,65.997,2.212,308.638,9.147,0.603,0.524,2.2,32.489
0.743,26.627,71.858,72.063,95.275,2.27,308.354,2796.679,0.312,83.475,65.988,2.221,308.762,9.243,0.603,0.501,2.21,32.904
0.747,26.933,72.263,72.473,95.355,2.169,310.352,2795.843,0.312,83.536,65.979,2.23,308.886,9.339,0.603,0.477,2.219,33.325
0.751,27.242,72.669,72.885,95.435,2.07,312.351,2795.006,0.311,83.596,65.969,2.239,309.01,9.436,0.603,0.454,2.229,33.748
0.756,27.552,73.076,73.297,95.512,1.978,314.348,2794.167,0.311,83.652,65.96,2.247,309.135,9.534,0.603,0.433,2.239,34.174
0.76,27.865,73.484,73.71,95.591,1.883,316.346,2793.326,0.311,83.711,65.95,2.256,309.26,9.633,0.603,0.411,2.249,34.605
0.764,28.18,73.893,74.125,95.671,1.785,318.344,2792.484,0.311,83.771,65.941,2.264,309.385,9.732,0.603,0.389,2.259,35.042
0.769,28.498,74.303,74.541,95.752,1.685,320.342,2791.64,0.311,83.834,65.932,2.274,309.51,9.833,0.603,0.366,2.269,35.483
0.773,28.818,74.715,74.958,95.833,1.581,322.34,2790.794,0.311,83.899,65.922,2.283,309.636,9.934,0.603,0.342,2.278,35.929
0.777,29.141,75.128,75.376,95.914,1.475,324.338,2789.946,0.311,83.965,65.913,2.293,309.762,10.037,0.604,0.319,2.288,36.381
0.781,29.466,75.542,75.796,95.996,1.367,326.336,2789.097,0.311,84.034,65.903,2.303,309.888,10.14,0.604,0.294,2.297,36.837
0.786,29.794,75.957,76.216,96.077,1.257,328.335,2788.246,0.311,84.104,65.894,2.313,310.014,10.245,0.604,0.27,2.306,37.298
0.79,30.123,76.373,76.637,96.158,1.146,330.333,2787.394,0.311,84.175,65.884,2.323,310.14,10.351,0.604,0.245,2.316,37.764
0.794,30.455,76.79,77.06,96.239,1.034,332.331,2786.54,0.311,84.247,65.874,2.333,310.267,10.459,0.604,0.221,2.325,38.234
0.799,30.79,77.209,77.483,96.318,0.921,334.33,2785.685,0.31,84.32,65.865,2.344,310.394,10.568,0.604,0.196,2.332,38.709
0.802,31.041,77.521,77.799,96.376,0.838,335.82,2785.047,0.31,84.374,65.858,2.352,310.489,10.65,0.604,0.178,2.341,39.066
0.806,31.379,77.941,78.224,96.408,0.729,337.819,2784.185,0.31,84.446,65.848,2.362,310.489,10.762,0.604,0.154,2.351,39.548
0.811,31.72,78.362,78.65,96.438,0.622,339.817,2783.323,0.31,84.517,65.838,2.372,310.489,10.875,0.604,0.131,2.36,40.033
0.815,32.064,78.783,79.076,96.466,0.52,341.816,2782.459,0.31,84.584,65.828,2.382,310.489,10.99,0.604,0.109,2.37,40.522
0.819,32.409,79.205,79.503,96.492,0.428,343.814,2781.593,0.31,84.646,65.819,2.391,310.489,11.106,0.604,0.09,2.381,41.011
